Texto;Sentiment;id
@naataaliitiitaa ...llevas sin costo en bodega 1 pieza de 23 kg y un coche desarmable;-1;2932
@LATAM_CHI @micausamimega Estar 15 dias habiles esperando una respuesta mientras siguen sus protocolos y yo sin pod\xe2\x80\xa6 '               ;-1;2933
@LATAM_CHI @micausamimega Para mi tambien seria un orgullo que @LATAM_CHI me devolviera AHORA mi silla de ruedas qu\xe2\x80\xa6 '               ;-1;2934
LATAM_CHI @LATAM_ARG la publicida negativa les va salir mas caro que el televisor que dañaron.'               ;-1;2935
La puta madreeeeeee @LATAM_CHI vuelo cancelado sin hora de retorno                 ;-1;2936
@LATAM_CHI estimados nuevamente no puedo pagar la reserva;-1;2937
@LATAM_CHI me encuentro con publicidad falsa. Una vez cai en ella y crei que fue mi error pero no. Destinos al reve\xe2\x80\xa6 '               ;-1;2938
@LATAM_CHI Si justamente la respuesta ha sido la misma negativa de ayer! Seguire mi reclamo atraves del ANAC y Def del consumidor'               ;-1;2939
Oigan @LATAM_CHI hace mas de una semana que me siguen enviando esta encuesta...ya la conteste;-1;2940
RT @carovilches: Asi es con @LATAM_ECU Como si comprar un pasaje fuera barato. Haces el esfuerzo y te roban la plata. Con km tambien'               ;-1;2941
Asi es con @LATAM_ECU Como si comprar un pasaje fuera barato. Haces el esfuerzo y te roban la plata. Con km tambien'               ;-1;2942
Asi responde @LATAM_ECU No se que complejidad tiene el caso. Se presento TODO lo que solicitaron. Hasta cert. de de\xe2\x80\xa6 '               ;-1;2943
@LATAM_ECU vamos a recuperar la maleta? Ya de hizo ayer mismo el reclamo... se van a comunicar para informar que sucede con esto?'               ;-1;2944
@LATAM_ECU hola como hacen cuando no llega una maleta en sus vuelos? Mi mama llego ayer a UIO en uno de sus vuelos y la maleta no llego'               ;-1;2945
@LATAM_PER Son las 10:50 y nada del avion @LATAM_PER'               ;-1;2946
@LATAM_PER Si lo responden reclamos quitan las ganas de comprarles nuevamente'               ;-1;2947
@LATAM_PER Estoy esperando desde el domingo No es cuantica fisica o si se les hace asi de dificil?'               ;-1;2948
@LATAM_PER Mi codigo es YJOBCO. El vuelo reprogramado debio salir 10:3O pero el avion no llega.'               ;-1;2949
Reprogramaron mi vuelo de ayer para hoy a las 10:30am y no veo ningun avion por aca @LATAM_PER #Juliaca'               ;-1;2950
Dos dias varada en el aeropuerto de Juliaca... Grrrrr @LATAM_PER'               ;-1;2951
@SandroSoto13 las cotizaciones de los vuelos que deseas en distintas fechas. Saludos.'               ;-1;2952
@LATAM_PER Esto es una porqueria;-1;2953
@LATAM_PER Ojala hayan cambios a futuro. El bajar precios o hacer flash sales no soluciona nada si los servicios no mejoran. Saludos.'               ;-1;2954
@LATAM_PER Ya no. Hace 5 minutos he accedido y compre mi pasaje. Pero es risible que un site tan masivo como el de\xe2\x80\xa6 '               ;-1;2955
@inoesasi @LATAM_PER De hecho ya subieron los precios al 50%'               ;-1;2956
@LATAM_PER Los mismo precios no hay nada de mega promo \xf0\x9f\x99\x84'               ;-1;2957
@MrJasonDay @castrol_antonio @LATAM_PER Puta de mierda;-1;2958
El vlo 2413 de @LATAM_PER procedente de @AeroLaHabana esta demorado. Estima arribar en @AeropuertoLima a las 22:33 hrs @PeruNews A320-200'               ;-1;2959
@LATAM_PER quisiera saber porque en la web no aparezco como usuario Platinum cuando ingreso mi numero de socio?'               ;-1;2960
.@LATAM_PER He enviado mi queja via su pagina web (antes tambien en su formulario impreso). El vuelo despego 16 horas despues. Fue un caos.'               ;-1;2961
@LATAM_PER No resuelven nada;-1;2962
@LATAM_PER No resuelven nada;-1;2963
LATAM_PER Son las 10:50 y nada del avion @LATAM_PER'               ;-1;2964
LATAM_PER Estoy esperando desde el domingo No es cuantica fisica o si se les hace asi de dificil?'               ;-1;2965
LATAM_PER Mi codigo es YJOBCO. El vuelo reprogramado debio salir 10:3O pero el avion no llega.'               ;-1;2966
LATAM_PER cuatro Dias para contestar un simple reclamo de venta en Mercado?? Deberan contratar un community manager'               ;-1;2967
Reprogramaron mi vuelo de ayer para hoy a las 10:30am y no veo ningun avion por aca @LATAM_PER #Juliaca'               ;-1;2968
Dos dias varada en el aeropuerto de Juliaca... Grrrrr @LATAM_PER'               ;-1;2969
LATAM_PER Esto es una porqueria;-1;2970
LATAM_PER Ya no. Hace 5 minutos he accedido y compre mi pasaje. Pero es risible que un site tan masivo como el de;-1;2971
.@LATAM_PER He enviado mi queja via su pagina web (antes tambien en su formulario impreso). El vuelo despego 16 horas despues. Fue un caos.'               ;-1;2972
LATAM_ARG @LATAM_CHI @LATAMAirlines una vez mas mienten! Nunca se acredito mi reembolso que supuestamente estar;-1;2973
RT @ch1nox: @LatamIndignados Dicen q estan estudiando mi caso y es solo activar mi travel voucher no se pq tarda muchos decadas .. Gracias;-1;2974
RT @le_gonzalez1986: @macadippel @LatamIndignados @LATAM_CHI A mi me dijeron que eran 15 dias para resolver. Me llega hoy que resolvieron u\xe2\x80\xa6'               ;-1;2975
LatamIndignados Dicen q estan estudiando mi caso y es solo activar mi travel voucher no se pq tarda muchos decadas .. gracias por el apoyo'               ;-1;2976
macadippel @LatamIndignados @LATAM_CHI A mi me dijeron que eran 15 dias para resolver. Me llega hoy que resolviero\xe2\x80\xa6 '               ;-1;2977
@alfredo_rino @Gecamin @LATAM_CHI Excelente experiencia Amigo Alfredo Un abrazo'               ;1;2978
Andriunavarro ... concretar el pago de tu devolucion a la mayor brevedad posible.'               ;1;2979
@carancruz @LATAMAirlines Que ratas que son los de @LATAMAirlines'               ;-1;2980
Damaris69955505 @LATAM_ARG @JuanICandelaria Es mas probable que te la devuelvan los politicos chorros que LATAM;-1;2981
@ddm_oficial NO QUIEREN LAS CIAS. LOW COST.PORQUE NO QUIEREN COMPETENCIA. ..HOY EL SERVICIO ES DEPRIMENTE. ..EN ESPECIAL LATAM.VERGONZOSOS'               ;-1;2982
@Juan_Valdivia @LATAM_CHI Los delincuentes saben perfecto la respuesta de Lan;-1;2983
JuanICandelaria @LATAM_ARG Es una basura la empresa. Tenes que pensar muy bien en hacer un viaje con estos;-1;2984
LATAM_ARG @MastercardArg @BBVAFrancesArg Vola con nosotros y te granizamos todo el avion. Ya ni seguridad muchacho;-1;2985
LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminatorios con clientes.'               ;-1;2986
LATAM_CHI tan desmejorado el servicio del callcenter? los que atienden cuelgan las llamadas. Parece que no hay control.'               ;-1;2987
LATAM_CHI el caso de mi madre ya ha sido analizado ydebidamente resuelto mi caso numero 6988358 ya tiene mas de 5 dias no ha sido analizado'               ;-1;2988
LATAM_CHI el caso numero 6989594 de mi hermano tambien tiene mas de 5 dias y no ha sido analizado por favor pido analizar lo antes posible'               ;-1;2989
LATAM_CHI el peor servicio! Llevo meses pidiendo q se me acumulen kilometros por viaje hecho en otra compañia oneworld;-1;2990
LATAM_CHI Estimados. levante un caso 6884999 y me ofrecieron una compensacion y la acepte;1;2991
LATAM_CHI estimados. Tengo problemas para ingresar a mi cuenta. No reconoce mi numero de socio ni clave. Gracias.'               ;-1;2992
LATAM_CHI estoy llamando para cambiar un pasaje (no se puede en '               ;-1;2993
LATAM_CHI hay algun problema con la pagina?;-1;2994
hice un reclamo por que rompieron mi equipaje y jamas me llamaron de vuelta!!! Pesimo servicio latam!!!!!'               ;-1;2995
LATAM_CHI Mientras tanto haran todo lo posible par evitar q los futuros viajeros paguen por tan deplorable servicio'               ;-1;2996
@LATAM_CHI Muchas gracias por la pronta respuesta!! Saludos!!'               ;1;2997
LATAM_CHI Muy lamentable que no sean responsables con nuestro equipaje. Como recomendar Latam si dejan de esta manera;-1;2998
LATAM_CHI No puedo entender .. Que puede ser tan dificil;-1;2999
LATAM_CHI nos estafaron ayer. Cerro el vuelo antes nos hizo pagar pasajes 4 veces + caros y no nos dejen usar pasaje;-1;3000
@LATAM_CHI Porfavor dejen de jugar con mi tiempo y paciencia... Y devuelvan ya mi dinero...'               ;-1;3001
@LATAM_CHI Primero faltan 90 pesos. Segundo la cuenta de correo a la que hacen mencion no existe!'               ;-1;3002
@LATAM_CHI solo necesito saber como me cancelaran la compensacion ofrecida. Caso 6884999'               ;-1;3003
LATAM_CHI tengo todo listo para la compra ya elegido hasta el asiento pero en el momento de pagar no me deja;-1;3004
LATAM_CHI Ya van 22 dias del plazo q se fijaron;-1;3005
LATAM_CO @LATAM_CHI increible que su servicio sea tan mediocre 4 celulares robados en su aerolinea mas de un mes y aun no recibo respuesta'               ;-1;3006
@LATAM_CO Ya. A ver veamos esa calidad de servicio al cliente.'               ;-1;3007
@LATAM_ECU mal servicio a bordo vuelo xl1368 no cuentan con provisiones de comida'               ;-1;3008
"LATAM_PER Intento comprar pasajes y me sale este mensaje: ""Lo sentimos, no se pudo completar la operacion por favor reintenta mas tarde""'               ";-1;3009
LATAMAirlines Como confiar de nuevo en @Latam si entregan las maletas asi;-1;3010
@LATAMAirlines es un ASCO De servicio. No esta preparado para un contingente no hay manual de emergencia nadie sabe q hacer #nuncamasenlatam'               ;-1;3011
@LATAMAirlines Hace mas de 24 hs que espero mi equipaje deben devolverme USD 450(300 penalidad;-1;3012
LATAMAirlines Latam debe devolverme los USD150 del traslado innecesario al aeropuerto sabiendo que el equipaje no;-1;3013
LATAMAirlines Mi equipaje NO LLEGO hace mas de 24 hs buscando mis bienes! Latam me hizo gastar USD150 para ir al;-1;3014
@LATAMAirlines necesito ayuda la aplicacion cerro mi vuelo.'               ;-1;3015
LATAMAirlines necesito reprogramar mi vuelo en la linea no atiende como puedo hacer'               ;-1;3016
LATAMAirlines no entiende! No entregan soluciones y nos obligan a perder los pasajes q no usamos x causa;-1;3017
LATAMAirlines no solo te maltratan como cliente te cancela el vuelvo y te pierden la Valija. No saben donde esta !!! NO VIAJEN CON LATAM !!'               ;-1;3018
LATAMAirlines no solo te maltratan como cliente te cancela el vuelvo y te pierden la Valija. No saben donde esta !!! NO VIAJEN CON LATAM !!'               ;-1;3019
@LATAMAirlines NUNCA COMPREN VUELOS En Latam ! Te pierden la valija no la encuentran ! Te hacen ir a aeropuerto y perdes plata y tiempo !!!'               ;-1;3020
LATAMAirlines te cobra 300 dolares para cambio de dias pero cuando tienen errores no te compensan NO COMPRAR EN LATAM o COMPRAS UN PROBLEMA'               ;-1;3021
LatamIndignados @SERNAC Gracias a ustedes y aca los seguire apoyando en el reclamo de sus derechos. Ojala que nadie;-1;3022
LatamTRUCHOS @LATAM_ARG Pelea eterna porq no tienen solucion ellos dicen que todo lo hicieron por mi seguridad cual;-1;3023
@Lore_04905 @LATAM_CHI Pesima la atencion de LAN;-1;3024
Vale_dami @LATAM_ARG No quiero ni pensar en la seguridad aerea Por Dios que con gente tan inepta me cuesta pensar;-1;3025
Vale_dami @LATAM_ARG Todavia peleando con estos carteristas. ..'               ;-1;3026
Ahora de vuelta tambien atrasado @LATAM_CHI. Que respuesta tipo me van a dar ahora?'               ;-1;3027
Hasta cuando vamos a ser esclavos de los antojos de @LATAM_ARG y @LATAM_CHI? Verguenza la atencion y el servicio. #LatamArg #Estafa'               ;-1;3028
Jorge lo ilustra a la perfeccion Estos delincuentes no son confiables ni como empresa ni por su seguridad aerea. '               ;-1;3029
Les conte k @LATAM_CHI no me compensara x el dia perdido;-1;3030
Lo que ellos ponen como plazo no cuenta. 22 dias no es nada para una empresa a la que no le importan sus clientes. '               ;-1;3031
RT @gemidelc: @LATAM_CHI que pasa con mi reserva pagada;-1;3032
RT @GuillermoTapiaM: @LATAM_CHI @biobio @Mega como te extraño Lan Hoy Latam es un pesimo servicio y la postventa. Atrasan vuelos y discriminan;-1;3033
RT @juan_crespoL: Que mal servicio el de @LATAM_CHI en aeropuerto una vergüenza;-1;3034
RT @juanmaesposito: @LATAMAirlines Hace mas de 24 hs que espero mi equipaje deben devolverme USD 450(300 penalidad;-1;3035
RT @juanmaesposito: @LATAMAirlines Latam debe devolverme los USD150 del traslado innecesario al aeropuerto sabiendo que el equipaje no esta;-1;3036
RT @juanmaesposito: @LATAMAirlines Me cobraron 300 dolares por el cambio pero nada hicieron para compensar sus errores ! Deben devolverlos;-1;3037
RT @juanmaesposito: @LATAMAirlines Mi equipaje NO LLEGO hace mas de 24 hs buscando mis bienes! Latam me hizo gastar USD150 para ir al aerop\xe2\x80\xa6'               ;-1;3038
RT @juanmaesposito: @LATAMAirlines no solo te maltratan como cliente te cancela el vuelvo y te pierden la Valija. No saben donde esta !!! N\xe2\x80\xa6'               ;-1;3039
RT @juanmaesposito: @LATAMAirlines no solo te maltratan con cliente te cancela el vuelvo y te pierden la Valija. No saben donde esta !!! NO;-1;3040
RT @juanmaesposito: @LATAMAirlines te cobra 300 dolares para cambio de decada pero cuando tienen errores no te compensan NO COMPRAR EN LATAM o\xe2\x80\xa6'               ;-1;3041
"1 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3042
"2 ""rt @hugogrisanti: el peor servicio al cliente @latam_chi ultimos.""";-1;3043
"4 ""rt @valenmussuto: que raro un vuelo demorado de @latam_arg alguna vez tendran un servicio decente""";-1;3044
"6 ""rt @alemarinq: @latam_chi pesimo servicio estoy en iquique atrasan el vuelo y sin explicaciones. una falta de respeto""";-1;3045
"7 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3046
"8 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3047
"9 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3048
"10 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3049
"12 ""@latam_chi pesimo servicio estoy en iquique atrasan el vuelo y sin explicaciones. una falta de respeto""";-1;3050
"13 ""rt @hugogrisanti: el peor servicio al cliente @latam_chi ultimos.""";-1;3051
"14 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3052
"15 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3053
"16 ""rt @hugogrisanti: el peor servicio al cliente @latam_chi ultimos.""";-1;3054
"17 ""el peor servicio al cliente @latam_chi ultimos.""";-1;3055
"18 ""que raro un vuelo demorado de @latam_arg alguna vez tendran un servicio decente""";-1;3056
"19 ""@latam_chi suspende un vuelo sin explicacion y no dan ninguna solucion. este el servicio?""";-1;3057
"20 ""@latam_ecu @romantisch_ @rescateanimalec @acbenalcazar @nerrabe demandalos por brutos y dar un asco de servicio""";-1;3058
"21 ""rt @cotetey: el servicio latam frankfurt a barajas estaba sobre vendido. atencion fue lo peor.tuvimos q pagar el vuelo 750 que llego hoy. y?""";-1;3059
"22 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3060
"23 ""el servicio latam frankfurt a barajas estaba sobre vendido. atencion fue lo peor.tuvimos q pagar el vuelo 750 que llego hoy. ya me desahogue""";-1;3061
"26 ""me consta el pesimo servicio de latam airlines. mi maleta la rompieron en 2 vuelos. el equipaje """"fragil"""" de un... https://t.co/pvlfkgn2re""";-1;3062
"27 ""@patav69 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe que pena y que negligencia lo de estas empresas confor? https://t.co/vdugnh1ygm""";-1;3063
"29 ""@latam airlines. pesimo servicio.cada vez peor..""";-1;3064
"30 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3065
"31 ""@latam_chi @mbpuig obvio que no son low cost. son careros y con pesimo servicio.""";-1;3066
"33 ""@mishochoa @latamairlines choli latam antes tenia buen servicio y de la nada se puso peor que tame <ed><u+00a0><u+00bd><ed><u+00b8><u+0092> hasta sus tar? https://t.co/vwhaokaash""";-1;3067
"34 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3068
"35 ""@iliannad7 hola te sugerimos que contactes a nuestro centro del servicio al cliente mañana https://t.co/7abyjsen4p para un mejor seguimiento""";-1;3069
"36 ""@gorilladario @rppnoticias no es el pais es el pesimo servicio en que ha devenido latam ya que ellos abusaron de s? https://t.co/eqawwuruvn""";-1;3070
"37 ""ustedes @latam_ecu deberian desaparecer. pesimo servicio les pasara factura y quebraran. ineptos!""";-1;3071
"38 ""por el caso de manu nunca volvere a viajar en @latam_ecu son un desastre de aerolinea. ineficientes incompetentes el peor servicio.""";-1;3072
"39 ""latam flexibilidad vuelos miami huracan . en chile mala atencion servicio comida los niños no tienen preferencia. revisar .""";-1;3073
"41 ""@latam_chi el asiento 16 l del vuelo la 890 del dia de ayer esta malo y no reclina soy pasajero frecuente y el servicio esta cada vez peor""";-1;3074
"42 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3075
"43 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3076
"44 ""rt @aldaen77: tipico de #lanchile ahora #latam se ve que no hay mejorado nada el servicio...#latamperdioamanu #latamdevuelveamanuel https:/?""";-1;3077
"45 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3078
"46 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3079
"47 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3080
"48 ""rt @aldaen77: tipico de #lanchile ahora #latam se ve que no hay mejorado nada el servicio...#latamperdioamanu #latamdevuelveamanuel https:/?""";-1;3081
"49 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3082
"50 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3083
"51 ""@latam_chi @deskonektado siempre son ajenos a su voluntad haganse cargo de su pesimo servicio las explicaciones no sirven""";-1;3084
"52 ""tipico de #lanchile ahora #latam se ve que no hay mejorado nada el servicio...#latamperdioamanu? https://t.co/tpj3rlxksi""";-1;3085
"54 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe no basta con el mal servicio que dan. ahora pierden a mascotas ? https://t.co/oveneomue4""";-1;3086
"57 ""@latamairlines aerolinea latam perdio su gato pesimo servicio deberian demandarlos por cientos de miles de millon? https://t.co/txwoj1pgjk""";-1;3087
"58 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe ahora manu tiene super poderes para salir de su contenedor ... vaya servicio""";-1;3088
"59 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3089
"62 ""rt @carlitosjurado: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe una pena como ha cambiado el servicio vuelos retrasados y esto ahor?""";-1;3090
"64 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3091
"65 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe si no estan en condiciones d mantener un animal en buenas condic? https://t.co/xn3orqg60m""";-1;3092
"66 ""rt @virginiaportic: nunca viajen con @latam_ecu @latamairlines ahi pierden animales y no dan respuestas ­verguenza de servicio! #latamperdi?""";-1;3093
"67 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3094
"68 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe esta aerolinea a decaido su servicio cada vez mas. hay retrasos ? https://t.co/ah8xsg4eeg""";-1;3095
"69 ""rt @carlitosjurado: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe una pena como ha cambiado el servicio vuelos retrasados y esto ahor?""";-1;3096
"70 ""rt @carlitosjurado: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe una pena como ha cambiado el servicio vuelos retrasados y esto ahor?""";-1;3097
"71 ""rt @ladydelasnieves: @wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del gati?""";-1;3098
"72 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3099
"73 ""por cierto no viajen con latam pesimo servicio.""";-1;3100
"74 ""rt @wcevallos38: @latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar mascotas en?""";-1;3101
"75 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3102
"76 ""@majingasxetto @mcdc_mcdc @latam_ecu @latamairlines definitivamente un pesimo servicio.""";-1;3103
"77 ""rt @guggyandrade: buenismo @latam_chi tratando de arreglar la cagada que son con tweets automaticos que verguenza este servicio con razon?""";-1;3104
"78 ""@wcevallos38 @latam_ecu @rescateanimalec @acbenalcazar @nerrabe tarifa alta y pesimo servicio. ojala la dueña del";-1;3105
"79 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe ni porque tienen la tarifa mas alta del mercado para llevar masc? https://t.co/klm1hjgsag""";-1;3106
"80 ""@latam_ecu su servicio empeora cada vez y no conforme con ello pierden al miembro de una familia indolentes #latamperdioamanu""";-1;3107
"81 ""@eluniversocom @latam_ecu las aerolineas pierden maletas cancelan o suspenden vuelos y el pasajero debe soportar e? https://t.co/bvadltnkbg""";-1;3108
"82 ""@latam_chi aun espero respuesta caso #6947714 pasaron + de 10 dias aun no tengo la compensacion del travel voucher!! indignante el servicio""";-1;3109
"83 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3110
"84 ""@latam_ecu @rescateanimalec @acbenalcazar @nerrabe una pena como ha cambiado el servicio vuelos retrasados y esto? https://t.co/uraa00ncvl""";-1;3111
"85 ""rt @carohernandezj: mal servicio postventa #latam hace 5 min podia cambiar un vuelo para x fecha. cndo quise hacerlo x web se bloqueo posib?""";-1;3112
"86 ""gracias por el """"excelente"""" servicio #latamperdioamanu @latam_ecu""";1;3113
"87 ""@latam_chi despues de 20 minutos de una conversacion telefonica con @latam_chi me cortan y no hay respuesta lejos? https://t.co/safiz3v1ja""";-1;3114
"88 ""rt @virginiaportic: nunca viajen con @latam_ecu @latamairlines ahi pierden animales y no dan respuestas ­verguenza de servicio! #latamperdi?""";-1;3115
"89 ""@latam_ecu de paso que le entregan a la dueña del gato la jaula rota y embalada!! que hijos de puta del servicio al cliente que son!""";-1;3116
"91 ""@leobilanski minimo servicio el de @latam_arg . pero no en la tarifa""";-1;3117
"92 ""rt @virginiaportic: nunca viajen con @latam_ecu @latamairlines ahi pierden animales y no dan respuestas ­verguenza de servicio! #latamperdi?""";-1;3118
"93 ""nunca viajen con @latam_ecu @latamairlines ahi pierden animales y no dan respuestas ­verguenza de servicio! #latamperdioamanu""";-1;3119
"94 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3120
"95 ""y ya esta mas que comprobado @latam_co tienen un mejor servicio y por lejos que @avianca.""";1;3121
"96 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3122
"97 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3123
"98 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3124
"99 ""@alexandrahorler @latam_per desde la fusion lan y tam la empresa ha mostrado su peor servicio""";-1;3125
"100 ""me muero. yo que pensaba que era un excelente servicio @latam_ecu https://t.co/lwfvuocgy5""";-1;3126
"101 ""rt @vaneconstanz0: @latam_chi un pesimo servicio desde las 12 de la noche que estan aplazando los vuelos por problemas tecnicos (en las ru?""";-1;3127
"102 ""rt @guggyandrade: buenismo @latam_chi tratando de arreglar la cagada que son con tweets automaticos que verguenza este servicio con razon?""";-1;3128
"103 ""rt @rangel_dm: q aerolinea tan perversa es @latam_co un servicio al cliente pesimo y mas cuando son lugares de mucha concurrencia por event?""";-1;3129
"104 ""rt @gabybustamantet: @latam_chi @patriciofuenz16 es terrible saber q """"las revisiones tecnicas adicionales"""" son comunes ahora en todos lo vu?""";-1;3130
"105 ""rt @bctcat: @eluniversocom @latam_ecu @latamairlines el servicio de esta aerolinea es pesimo y maltratan a los clientes y nadie los sanciona""";-1;3131
"106 ""rt @guggyandrade: buenismo @latam_chi tratando de arreglar la cagada que son con tweets automaticos que verguenza este servicio con razon?""";-1;3132
"107 ""por que sigo viajando por @latam_arg @latamairlines porque me tienen atrapado con las millas... pesimo servicio una vez mas""";-1;3133
"109 ""@dayana_amigo @latam_chi cada vez el servicio telefonico es malisimo y para que decir en las oficinas para todo tr? https://t.co/ckgyuscgks""";-1;3134
"111 ""rt @guggyandrade: buenismo @latam_chi tratando de arreglar la cagada que son con tweets automaticos que verguenza este servicio con razon?""";-1;3135
"112 ""rt @guggyandrade: buenismo @latam_chi tratando de arreglar la cagada que son con tweets automaticos que verguenza este servicio con razon?""";-1;3136
"114 ""rt @le_majo: lamento muchisimo lo que te esta pasando debe ser horrible... @latam_ecu ha bajado muchisimo su calidad de servicio yo tambi?""";-1;3137
"115 ""latam esta de bajada pesimo servicio. que diferencia cuando era lan chile. https://t.co/7fjdel8xdz""";-1;3138
"116 ""los precios no bajan si el servicio @latam_arg de bsas a tuc avion sucio apoya cabeza roto personal ordinario ni comida ni tv #lowcost""";-1;3139
"117 ""@ziberiai y empresas como latam de servicio aceptable nivelan para abajo por ej ya no dan comida en cabotaje """"p? https://t.co/ibz1sg6srt""";-1;3140
"118 ""lamento muchisimo lo que te esta pasando debe ser horrible... @latam_ecu ha bajado muchisimo su calidad de servici? https://t.co/o1ltadvlxi""";-1;3141
"119 ""@el_telegrafo pesimo servicio @latam_ecu @latam_chi @latam_arg""";-1;3142
"120 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3143
"121 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3144
"123 ""rt @neveyanovich: @latam_per @latam_arg @latam_ecu imposible confiar en uds. su servicio al cliente es una pesadilla #latamperdioamanu #lat?""";-1;3145
